[337700.286094] Running randread depth 2048 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[337719.411345] cpu_profile: calibration  average is 24 clock cycles, min is 24, max is 24 
[337739.445214] nvme_tcp: tracing_off  cpu            count              sum             sum2              min              max 
[337740.394441] nvme_tcp: tx_crc   22                0                0                0                0                0
[337740.406619] nvme_tcp: tx_crc   23                0                0                0                0                0
[337740.418798] nvme_tcp: tx_crc   24                0                0                0                0                0
[337740.430976] nvme_tcp: tx_crc   25                0                0                0                0                0
[337740.443154] nvme_tcp: tx_crc   26                0                0                0                0                0
[337740.455335] nvme_tcp: tx_crc   27                0                0                0                0                0
[337740.467513] nvme_tcp: tracing_off done
[337775.369785] tee (31293): drop_caches: 3
[337775.614627] Running randread depth 2048 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[337739.445214] nvme_tcp: tracing_off  cpu            count              sum             sum2              min              max 
[337739.458007] nvme_tcp: copy    0                0      16392619232                0                0                0
[337739.470000] nvme_tcp: copy    1                0                0                0                0                0
[337739.481990] nvme_tcp: copy    2                0                0                0                0                0
[337739.493977] nvme_tcp: copy    3                0                0                0                0                0
[337739.505965] nvme_tcp: copy    4                0                0                0                0                0
[337739.517954] nvme_tcp: copy    5                0                0                0                0                0
[337739.529940] nvme_tcp: copy    6                0                0                0                0                0
[337739.541925] nvme_tcp: copy    7                0                0                0                0                0
[337739.553911] nvme_tcp: copy    8                0                0                0                0                0
[337739.565897] nvme_tcp: copy    9                0                0                0                0                0
[337739.577883] nvme_tcp: copy   10                0                0                0                0                0
[337739.589966] nvme_tcp: copy   11                0                0                0                0                0
[337739.601952] nvme_tcp: copy   12                0                0                0                0                0
[337739.613938] nvme_tcp: copy   13                0                0                0                0                0
[337739.625923] nvme_tcp: copy   14                0                0                0                0                0
[337739.637909] nvme_tcp: copy   15                0                0                0                0                0
[337739.649895] nvme_tcp: copy   16                0                0                0                0                0
[337739.661888] nvme_tcp: copy   17                0                0                0                0                0
[337739.673873] nvme_tcp: copy   18                0                0                0                0                0
[337739.685859] nvme_tcp: copy   19                0                0                0                0                0
[337739.697847] nvme_tcp: copy   20                0                0                0                0                0
[337739.709833] nvme_tcp: copy   21                0                0                0                0                0
[337739.721818] nvme_tcp: copy   22                0                0                0                0                0
[337739.733803] nvme_tcp: copy   23                0                0                0                0                0
[337739.745788] nvme_tcp: copy   24                0                0                0                0                0
[337739.757774] nvme_tcp: copy   25                0                0                0                0                0
[337739.769759] nvme_tcp: copy   26                0                0                0                0                0
[337739.781744] nvme_tcp: copy   27                0                0                0                0                0
[337739.793729] nvme_tcp: crc    0                0       6535162412                0                0                0
[337739.805616] nvme_tcp: crc    1                0                0                0                0                0
[337739.817494] nvme_tcp: crc    2                0                0                0                0                0
[337739.829381] nvme_tcp: crc    3                0                0                0                0                0
[337739.841268] nvme_tcp: crc    4                0                0                0                0                0
[337739.853147] nvme_tcp: crc    5                0                0                0                0                0
[337739.865035] nvme_tcp: crc    6                0                0                0                0                0
[337739.876922] nvme_tcp: crc    7                0                0                0                0                0
[337739.888808] nvme_tcp: crc    8                0                0                0                0                0
[337739.900688] nvme_tcp: crc    9                0                0                0                0                0
[337739.912575] nvme_tcp: crc   10                0                0                0                0                0
[337739.924462] nvme_tcp: crc   11                0                0                0                0                0
[337739.936349] nvme_tcp: crc   12                0                0                0                0                0
[337739.948237] nvme_tcp: crc   13                0                0                0                0                0
[337739.960158] nvme_tcp: crc   14                0                0                0                0                0
[337739.972037] nvme_tcp: crc   15                0                0                0                0                0
[337739.983924] nvme_tcp: crc   16                0                0                0                0                0
[337739.995812] nvme_tcp: crc   17                0                0                0                0                0
[337740.007699] nvme_tcp: crc   18                0                0                0                0                0
[337740.019577] nvme_tcp: crc   19                0                0                0                0                0
[337740.031465] nvme_tcp: crc   20                0                0                0                0                0
[337740.043351] nvme_tcp: crc   21                0                0                0                0                0
[337740.055229] nvme_tcp: crc   22                0                0                0                0                0
[337740.067114] nvme_tcp: crc   23                0                0                0                0                0
[337740.079002] nvme_tcp: crc   24                0                0                0                0                0
[337740.090889] nvme_tcp: crc   25                0                0                0                0                0
[337740.102767] nvme_tcp: crc   26                0                0                0                0                0
[337740.114646] nvme_tcp: crc   27                0                0                0                0                0
[337740.126533] nvme_tcp: tx_crc    0                0                0                0                0                0
[337740.138711] nvme_tcp: tx_crc    1                0                0                0                0                0
[337740.150889] nvme_tcp: tx_crc    2                0                0                0                0                0
[337740.163066] nvme_tcp: tx_crc    3                0                0                0                0                0
[337740.175237] nvme_tcp: tx_crc    4                0                0                0                0                0
[337740.187415] nvme_tcp: tx_crc    5                0                0                0                0                0
[337740.199593] nvme_tcp: tx_crc    6                0                0                0                0                0
[337740.211771] nvme_tcp: tx_crc    7                0                0                0                0                0
[337740.223950] nvme_tcp: tx_crc    8                0                0                0                0                0
[337740.236128] nvme_tcp: tx_crc    9                0                0                0                0                0
[337740.248307] nvme_tcp: tx_crc   10                0                0                0                0                0
[337740.260485] nvme_tcp: tx_crc   11                0                0                0                0                0
[337740.272663] nvme_tcp: tx_crc   12                0                0                0                0                0
[337740.284841] nvme_tcp: tx_crc   13                0                0                0                0                0
[337740.297020] nvme_tcp: tx_crc   14                0                0                0                0                0
[337740.309200] nvme_tcp: tx_crc   15                0                0                0                0                0
[337740.321378] nvme_tcp: tx_crc   16                0                0                0                0                0
[337740.333548] nvme_tcp: tx_crc   17                0                0                0                0                0
[337740.345726] nvme_tcp: tx_crc   18                0                0                0                0                0
[337740.357904] nvme_tcp: tx_crc   19                0                0                0                0                0
[337740.370083] nvme_tcp: tx_crc   20                0                0                0                0                0
[337740.382262] nvme_tcp: tx_crc   21                0                0                0                0                0
[337740.394441] nvme_tcp: tx_crc   22                0                0                0                0                0
[337740.406619] nvme_tcp: tx_crc   23                0                0                0                0                0
[337740.418798] nvme_tcp: tx_crc   24                0                0                0                0                0
[337740.430976] nvme_tcp: tx_crc   25                0                0                0                0                0
[337740.443154] nvme_tcp: tx_crc   26                0                0                0                0                0
[337740.455335] nvme_tcp: tx_crc   27                0                0                0                0                0
[337740.467513] nvme_tcp: tracing_off done
[337775.369785] tee (31293): drop_caches: 3
[337775.614627] Running randread depth 2048 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[337830.393401] tee (32252): drop_caches: 3
[337830.630626] Running randread depth 2048 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[337739.470000] nvme_tcp: copy    1                0                0                0                0                0
[337739.481990] nvme_tcp: copy    2                0                0                0                0                0
[337739.493977] nvme_tcp: copy    3                0                0                0                0                0
[337739.505965] nvme_tcp: copy    4                0                0                0                0                0
[337739.517954] nvme_tcp: copy    5                0                0                0                0                0
[337739.529940] nvme_tcp: copy    6                0                0                0                0                0
[337739.541925] nvme_tcp: copy    7                0                0                0                0                0
[337739.553911] nvme_tcp: copy    8                0                0                0                0                0
[337739.565897] nvme_tcp: copy    9                0                0                0                0                0
[337739.577883] nvme_tcp: copy   10                0                0                0                0                0
[337739.589966] nvme_tcp: copy   11                0                0                0                0                0
[337739.601952] nvme_tcp: copy   12                0                0                0                0                0
[337739.613938] nvme_tcp: copy   13                0                0                0                0                0
[337739.625923] nvme_tcp: copy   14                0                0                0                0                0
[337739.637909] nvme_tcp: copy   15                0                0                0                0                0
[337739.649895] nvme_tcp: copy   16                0                0                0                0                0
[337739.661888] nvme_tcp: copy   17                0                0                0                0                0
[337739.673873] nvme_tcp: copy   18                0                0                0                0                0
[337739.685859] nvme_tcp: copy   19                0                0                0                0                0
[337739.697847] nvme_tcp: copy   20                0                0                0                0                0
[337739.709833] nvme_tcp: copy   21                0                0                0                0                0
[337739.721818] nvme_tcp: copy   22                0                0                0                0                0
[337739.733803] nvme_tcp: copy   23                0                0                0                0                0
[337739.745788] nvme_tcp: copy   24                0                0                0                0                0
[337739.757774] nvme_tcp: copy   25                0                0                0                0                0
[337739.769759] nvme_tcp: copy   26                0                0                0                0                0
[337739.781744] nvme_tcp: copy   27                0                0                0                0                0
[337739.793729] nvme_tcp: crc    0                0       6535162412                0                0                0
[337739.805616] nvme_tcp: crc    1                0                0                0                0                0
[337739.817494] nvme_tcp: crc    2                0                0                0                0                0
[337739.829381] nvme_tcp: crc    3                0                0                0                0                0
[337739.841268] nvme_tcp: crc    4                0                0                0                0                0
[337739.853147] nvme_tcp: crc    5                0                0                0                0                0
[337739.865035] nvme_tcp: crc    6                0                0                0                0                0
[337739.876922] nvme_tcp: crc    7                0                0                0                0                0
[337739.888808] nvme_tcp: crc    8                0                0                0                0                0
[337739.900688] nvme_tcp: crc    9                0                0                0                0                0
[337739.912575] nvme_tcp: crc   10                0                0                0                0                0
[337739.924462] nvme_tcp: crc   11                0                0                0                0                0
[337739.936349] nvme_tcp: crc   12                0                0                0                0                0
[337739.948237] nvme_tcp: crc   13                0                0                0                0                0
[337739.960158] nvme_tcp: crc   14                0                0                0                0                0
[337739.972037] nvme_tcp: crc   15                0                0                0                0                0
[337739.983924] nvme_tcp: crc   16                0                0                0                0                0
[337739.995812] nvme_tcp: crc   17                0                0                0                0                0
[337740.007699] nvme_tcp: crc   18                0                0                0                0                0
[337740.019577] nvme_tcp: crc   19                0                0                0                0                0
[337740.031465] nvme_tcp: crc   20                0                0                0                0                0
[337740.043351] nvme_tcp: crc   21                0                0                0                0                0
[337740.055229] nvme_tcp: crc   22                0                0                0                0                0
[337740.067114] nvme_tcp: crc   23                0                0                0                0                0
[337740.079002] nvme_tcp: crc   24                0                0                0                0                0
[337740.090889] nvme_tcp: crc   25                0                0                0                0                0
[337740.102767] nvme_tcp: crc   26                0                0                0                0                0
[337740.114646] nvme_tcp: crc   27                0                0                0                0                0
[337740.126533] nvme_tcp: tx_crc    0                0                0                0                0                0
[337740.138711] nvme_tcp: tx_crc    1                0                0                0                0                0
[337740.150889] nvme_tcp: tx_crc    2                0                0                0                0                0
[337740.163066] nvme_tcp: tx_crc    3                0                0                0                0                0
[337740.175237] nvme_tcp: tx_crc    4                0                0                0                0                0
[337740.187415] nvme_tcp: tx_crc    5                0                0                0                0                0
[337740.199593] nvme_tcp: tx_crc    6                0                0                0                0                0
[337740.211771] nvme_tcp: tx_crc    7                0                0                0                0                0
[337740.223950] nvme_tcp: tx_crc    8                0                0                0                0                0
[337740.236128] nvme_tcp: tx_crc    9                0                0                0                0                0
[337740.248307] nvme_tcp: tx_crc   10                0                0                0                0                0
[337740.260485] nvme_tcp: tx_crc   11                0                0                0                0                0
[337740.272663] nvme_tcp: tx_crc   12                0                0                0                0                0
[337740.284841] nvme_tcp: tx_crc   13                0                0                0                0                0
[337740.297020] nvme_tcp: tx_crc   14                0                0                0                0                0
[337740.309200] nvme_tcp: tx_crc   15                0                0                0                0                0
[337740.321378] nvme_tcp: tx_crc   16                0                0                0                0                0
[337740.333548] nvme_tcp: tx_crc   17                0                0                0                0                0
[337740.345726] nvme_tcp: tx_crc   18                0                0                0                0                0
[337740.357904] nvme_tcp: tx_crc   19                0                0                0                0                0
[337740.370083] nvme_tcp: tx_crc   20                0                0                0                0                0
[337740.382262] nvme_tcp: tx_crc   21                0                0                0                0                0
[337740.394441] nvme_tcp: tx_crc   22                0                0                0                0                0
[337740.406619] nvme_tcp: tx_crc   23                0                0                0                0                0
[337740.418798] nvme_tcp: tx_crc   24                0                0                0                0                0
[337740.430976] nvme_tcp: tx_crc   25                0                0                0                0                0
[337740.443154] nvme_tcp: tx_crc   26                0                0                0                0                0
[337740.455335] nvme_tcp: tx_crc   27                0                0                0                0                0
[337740.467513] nvme_tcp: tracing_off done
[337775.369785] tee (31293): drop_caches: 3
[337775.614627] Running randread depth 2048 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[337830.393401] tee (32252): drop_caches: 3
[337830.630626] Running randread depth 2048 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[337885.567974] tee (803): drop_caches: 3
[337885.779930] Running randread depth 2048 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[337739.493977] nvme_tcp: copy    3                0                0                0                0                0
[337739.505965] nvme_tcp: copy    4                0                0                0                0                0
[337739.517954] nvme_tcp: copy    5                0                0                0                0                0
[337739.529940] nvme_tcp: copy    6                0                0                0                0                0
[337739.541925] nvme_tcp: copy    7                0                0                0                0                0
[337739.553911] nvme_tcp: copy    8                0                0                0                0                0
[337739.565897] nvme_tcp: copy    9                0                0                0                0                0
[337739.577883] nvme_tcp: copy   10                0                0                0                0                0
[337739.589966] nvme_tcp: copy   11                0                0                0                0                0
[337739.601952] nvme_tcp: copy   12                0                0                0                0                0
[337739.613938] nvme_tcp: copy   13                0                0                0                0                0
[337739.625923] nvme_tcp: copy   14                0                0                0                0                0
[337739.637909] nvme_tcp: copy   15                0                0                0                0                0
[337739.649895] nvme_tcp: copy   16                0                0                0                0                0
[337739.661888] nvme_tcp: copy   17                0                0                0                0                0
[337739.673873] nvme_tcp: copy   18                0                0                0                0                0
[337739.685859] nvme_tcp: copy   19                0                0                0                0                0
[337739.697847] nvme_tcp: copy   20                0                0                0                0                0
[337739.709833] nvme_tcp: copy   21                0                0                0                0                0
[337739.721818] nvme_tcp: copy   22                0                0                0                0                0
[337739.733803] nvme_tcp: copy   23                0                0                0                0                0
[337739.745788] nvme_tcp: copy   24                0                0                0                0                0
[337739.757774] nvme_tcp: copy   25                0                0                0                0                0
[337739.769759] nvme_tcp: copy   26                0                0                0                0                0
[337739.781744] nvme_tcp: copy   27                0                0                0                0                0
[337739.793729] nvme_tcp: crc    0                0       6535162412                0                0                0
[337739.805616] nvme_tcp: crc    1                0                0                0                0                0
[337739.817494] nvme_tcp: crc    2                0                0                0                0                0
[337739.829381] nvme_tcp: crc    3                0                0                0                0                0
[337739.841268] nvme_tcp: crc    4                0                0                0                0                0
[337739.853147] nvme_tcp: crc    5                0                0                0                0                0
[337739.865035] nvme_tcp: crc    6                0                0                0                0                0
[337739.876922] nvme_tcp: crc    7                0                0                0                0                0
[337739.888808] nvme_tcp: crc    8                0                0                0                0                0
[337739.900688] nvme_tcp: crc    9                0                0                0                0                0
[337739.912575] nvme_tcp: crc   10                0                0                0                0                0
[337739.924462] nvme_tcp: crc   11                0                0                0                0                0
[337739.936349] nvme_tcp: crc   12                0                0                0                0                0
[337739.948237] nvme_tcp: crc   13                0                0                0                0                0
[337739.960158] nvme_tcp: crc   14                0                0                0                0                0
[337739.972037] nvme_tcp: crc   15                0                0                0                0                0
[337739.983924] nvme_tcp: crc   16                0                0                0                0                0
[337739.995812] nvme_tcp: crc   17                0                0                0                0                0
[337740.007699] nvme_tcp: crc   18                0                0                0                0                0
[337740.019577] nvme_tcp: crc   19                0                0                0                0                0
[337740.031465] nvme_tcp: crc   20                0                0                0                0                0
[337740.043351] nvme_tcp: crc   21                0                0                0                0                0
[337740.055229] nvme_tcp: crc   22                0                0                0                0                0
[337740.067114] nvme_tcp: crc   23                0                0                0                0                0
[337740.079002] nvme_tcp: crc   24                0                0                0                0                0
[337740.090889] nvme_tcp: crc   25                0                0                0                0                0
[337740.102767] nvme_tcp: crc   26                0                0                0                0                0
[337740.114646] nvme_tcp: crc   27                0                0                0                0                0
[337740.126533] nvme_tcp: tx_crc    0                0                0                0                0                0
[337740.138711] nvme_tcp: tx_crc    1                0                0                0                0                0
[337740.150889] nvme_tcp: tx_crc    2                0                0                0                0                0
[337740.163066] nvme_tcp: tx_crc    3                0                0                0                0                0
[337740.175237] nvme_tcp: tx_crc    4                0                0                0                0                0
[337740.187415] nvme_tcp: tx_crc    5                0                0                0                0                0
[337740.199593] nvme_tcp: tx_crc    6                0                0                0                0                0
[337740.211771] nvme_tcp: tx_crc    7                0                0                0                0                0
[337740.223950] nvme_tcp: tx_crc    8                0                0                0                0                0
[337740.236128] nvme_tcp: tx_crc    9                0                0                0                0                0
[337740.248307] nvme_tcp: tx_crc   10                0                0                0                0                0
[337740.260485] nvme_tcp: tx_crc   11                0                0                0                0                0
[337740.272663] nvme_tcp: tx_crc   12                0                0                0                0                0
[337740.284841] nvme_tcp: tx_crc   13                0                0                0                0                0
[337740.297020] nvme_tcp: tx_crc   14                0                0                0                0                0
[337740.309200] nvme_tcp: tx_crc   15                0                0                0                0                0
[337740.321378] nvme_tcp: tx_crc   16                0                0                0                0                0
[337740.333548] nvme_tcp: tx_crc   17                0                0                0                0                0
[337740.345726] nvme_tcp: tx_crc   18                0                0                0                0                0
[337740.357904] nvme_tcp: tx_crc   19                0                0                0                0                0
[337740.370083] nvme_tcp: tx_crc   20                0                0                0                0                0
[337740.382262] nvme_tcp: tx_crc   21                0                0                0                0                0
[337740.394441] nvme_tcp: tx_crc   22                0                0                0                0                0
[337740.406619] nvme_tcp: tx_crc   23                0                0                0                0                0
[337740.418798] nvme_tcp: tx_crc   24                0                0                0                0                0
[337740.430976] nvme_tcp: tx_crc   25                0                0                0                0                0
[337740.443154] nvme_tcp: tx_crc   26                0                0                0                0                0
[337740.455335] nvme_tcp: tx_crc   27                0                0                0                0                0
[337740.467513] nvme_tcp: tracing_off done
[337775.369785] tee (31293): drop_caches: 3
[337775.614627] Running randread depth 2048 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[337830.393401] tee (32252): drop_caches: 3
[337830.630626] Running randread depth 2048 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[337885.567974] tee (803): drop_caches: 3
[337885.779930] Running randread depth 2048 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[337940.412135] tee (1782): drop_caches: 3
[337940.460138] Running randread depth 2048 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[337739.517954] nvme_tcp: copy    5                0                0                0                0                0
[337739.529940] nvme_tcp: copy    6                0                0                0                0                0
[337739.541925] nvme_tcp: copy    7                0                0                0                0                0
[337739.553911] nvme_tcp: copy    8                0                0                0                0                0
[337739.565897] nvme_tcp: copy    9                0                0                0                0                0
[337739.577883] nvme_tcp: copy   10                0                0                0                0                0
[337739.589966] nvme_tcp: copy   11                0                0                0                0                0
[337739.601952] nvme_tcp: copy   12                0                0                0                0                0
[337739.613938] nvme_tcp: copy   13                0                0                0                0                0
[337739.625923] nvme_tcp: copy   14                0                0                0                0                0
[337739.637909] nvme_tcp: copy   15                0                0                0                0                0
[337739.649895] nvme_tcp: copy   16                0                0                0                0                0
[337739.661888] nvme_tcp: copy   17                0                0                0                0                0
[337739.673873] nvme_tcp: copy   18                0                0                0                0                0
[337739.685859] nvme_tcp: copy   19                0                0                0                0                0
[337739.697847] nvme_tcp: copy   20                0                0                0                0                0
[337739.709833] nvme_tcp: copy   21                0                0                0                0                0
[337739.721818] nvme_tcp: copy   22                0                0                0                0                0
[337739.733803] nvme_tcp: copy   23                0                0                0                0                0
[337739.745788] nvme_tcp: copy   24                0                0                0                0                0
[337739.757774] nvme_tcp: copy   25                0                0                0                0                0
[337739.769759] nvme_tcp: copy   26                0                0                0                0                0
[337739.781744] nvme_tcp: copy   27                0                0                0                0                0
[337739.793729] nvme_tcp: crc    0                0       6535162412                0                0                0
[337739.805616] nvme_tcp: crc    1                0                0                0                0                0
[337739.817494] nvme_tcp: crc    2                0                0                0                0                0
[337739.829381] nvme_tcp: crc    3                0                0                0                0                0
[337739.841268] nvme_tcp: crc    4                0                0                0                0                0
[337739.853147] nvme_tcp: crc    5                0                0                0                0                0
[337739.865035] nvme_tcp: crc    6                0                0                0                0                0
[337739.876922] nvme_tcp: crc    7                0                0                0                0                0
[337739.888808] nvme_tcp: crc    8                0                0                0                0                0
[337739.900688] nvme_tcp: crc    9                0                0                0                0                0
[337739.912575] nvme_tcp: crc   10                0                0                0                0                0
[337739.924462] nvme_tcp: crc   11                0                0                0                0                0
[337739.936349] nvme_tcp: crc   12                0                0                0                0                0
[337739.948237] nvme_tcp: crc   13                0                0                0                0                0
[337739.960158] nvme_tcp: crc   14                0                0                0                0                0
[337739.972037] nvme_tcp: crc   15                0                0                0                0                0
[337739.983924] nvme_tcp: crc   16                0                0                0                0                0
[337739.995812] nvme_tcp: crc   17                0                0                0                0                0
[337740.007699] nvme_tcp: crc   18                0                0                0                0                0
[337740.019577] nvme_tcp: crc   19                0                0                0                0                0
[337740.031465] nvme_tcp: crc   20                0                0                0                0                0
[337740.043351] nvme_tcp: crc   21                0                0                0                0                0
[337740.055229] nvme_tcp: crc   22                0                0                0                0                0
[337740.067114] nvme_tcp: crc   23                0                0                0                0                0
[337740.079002] nvme_tcp: crc   24                0                0                0                0                0
[337740.090889] nvme_tcp: crc   25                0                0                0                0                0
[337740.102767] nvme_tcp: crc   26                0                0                0                0                0
[337740.114646] nvme_tcp: crc   27                0                0                0                0                0
[337740.126533] nvme_tcp: tx_crc    0                0                0                0                0                0
[337740.138711] nvme_tcp: tx_crc    1                0                0                0                0                0
[337740.150889] nvme_tcp: tx_crc    2                0                0                0                0                0
[337740.163066] nvme_tcp: tx_crc    3                0                0                0                0                0
[337740.175237] nvme_tcp: tx_crc    4                0                0                0                0                0
[337740.187415] nvme_tcp: tx_crc    5                0                0                0                0                0
[337740.199593] nvme_tcp: tx_crc    6                0                0                0                0                0
[337740.211771] nvme_tcp: tx_crc    7                0                0                0                0                0
[337740.223950] nvme_tcp: tx_crc    8                0                0                0                0                0
[337740.236128] nvme_tcp: tx_crc    9                0                0                0                0                0
[337740.248307] nvme_tcp: tx_crc   10                0                0                0                0                0
[337740.260485] nvme_tcp: tx_crc   11                0                0                0                0                0
[337740.272663] nvme_tcp: tx_crc   12                0                0                0                0                0
[337740.284841] nvme_tcp: tx_crc   13                0                0                0                0                0
[337740.297020] nvme_tcp: tx_crc   14                0                0                0                0                0
[337740.309200] nvme_tcp: tx_crc   15                0                0                0                0                0
[337740.321378] nvme_tcp: tx_crc   16                0                0                0                0                0
[337740.333548] nvme_tcp: tx_crc   17                0                0                0                0                0
[337740.345726] nvme_tcp: tx_crc   18                0                0                0                0                0
[337740.357904] nvme_tcp: tx_crc   19                0                0                0                0                0
[337740.370083] nvme_tcp: tx_crc   20                0                0                0                0                0
[337740.382262] nvme_tcp: tx_crc   21                0                0                0                0                0
[337740.394441] nvme_tcp: tx_crc   22                0                0                0                0                0
[337740.406619] nvme_tcp: tx_crc   23                0                0                0                0                0
[337740.418798] nvme_tcp: tx_crc   24                0                0                0                0                0
[337740.430976] nvme_tcp: tx_crc   25                0                0                0                0                0
[337740.443154] nvme_tcp: tx_crc   26                0                0                0                0                0
[337740.455335] nvme_tcp: tx_crc   27                0                0                0                0                0
[337740.467513] nvme_tcp: tracing_off done
[337775.369785] tee (31293): drop_caches: 3
[337775.614627] Running randread depth 2048 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[337830.393401] tee (32252): drop_caches: 3
[337830.630626] Running randread depth 2048 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
